cantonlock_slug,cantonlock_model,cantonlock_spec_rows,stahlock_id,stahlock_url,stahlock_model,label,stahlock_value,type,cantonlock_existing,evidence
6-3-3mm-brass-and-steel-hinges,6*3*3mm,7,2414,https://stahlock.com/index.php?id=2414,6*3*3MM,Product Name,Anti Theft Security Door Hinge,new,,Product Name: Anti Theft Security Door Hinge
6-3-3mm-brass-and-steel-hinges,6*3*3mm,7,2414,https://stahlock.com/index.php?id=2414,6*3*3MM,Opening Angle,180 Degrees,new,,Opening Angle: 180 Degrees
6-3-3mm-brass-and-steel-hinges,6*3*3mm,7,2414,https://stahlock.com/index.php?id=2414,6*3*3MM,Bearing,Pair,new,,Bearing: Pair
6-3-3mm-brass-and-steel-hinges,6*3*3mm,7,2414,https://stahlock.com/index.php?id=2414,6*3*3MM,Bearing,Non Bearing,new,,Bearing: Non Bearing
607-pbbk-tubular-lock,607 PBBK,12,2145,https://stahlock.com/index.php?id=2145,607 PBBK,Material,Stainless Steel / Brass / Solid Steel,conflict,Stainless steel/Brass/Solid steel,Material: Stainless Steel / Brass / Solid Steel
607-pbbk-tubular-lock,607 PBBK,12,2145,https://stahlock.com/index.php?id=2145,607 PBBK,Cylinder,Brass,conflict,Brass cylinder,Cylinder: Brass
607-pbbk-tubular-lock,607 PBBK,12,2145,https://stahlock.com/index.php?id=2145,607 PBBK,Latch,Adjustable 60–70mm,new,,Latch: Adjustable 60–70mm
607-pbbk-tubular-lock,607 PBBK,12,2145,https://stahlock.com/index.php?id=2145,607 PBBK,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
607-pbet-tubular-lock,607 PBET,12,2144,https://stahlock.com/index.php?id=2144,607 PBET,Material,Stainless Steel / Brass / Solid Steel,conflict,Stainless steel/Brass/Solid steel,Material: Stainless Steel / Brass / Solid Steel
607-pbet-tubular-lock,607 PBET,12,2144,https://stahlock.com/index.php?id=2144,607 PBET,Cylinder,Brass,conflict,Brass cylinder,Cylinder: Brass
607-pbet-tubular-lock,607 PBET,12,2144,https://stahlock.com/index.php?id=2144,607 PBET,Latch,Adjustable 60–70mm,new,,Latch: Adjustable 60–70mm
607-pbet-tubular-lock,607 PBET,12,2144,https://stahlock.com/index.php?id=2144,607 PBET,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
607-spet-tubular-lock,607 SPET,12,2143,https://stahlock.com/index.php?id=2143,607 SPET,Cylinder,Brass,conflict,Brass cylinder,Cylinder: Brass
607-spet-tubular-lock,607 SPET,12,2143,https://stahlock.com/index.php?id=2143,607 SPET,Latch,Adjustable 60–70mm,new,,Latch: Adjustable 60–70mm
607-spet-tubular-lock,607 SPET,12,2143,https://stahlock.com/index.php?id=2143,607 SPET,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
607-ssbk-tubular-lock,607 SSBK,12,2142,https://stahlock.com/index.php?id=2142,607 SSBK,Material,Stainless Steel / Brass / Solid Steel,conflict,Stainless steel/Brass/Solid steel,Material: Stainless Steel / Brass / Solid Steel
607-ssbk-tubular-lock,607 SSBK,12,2142,https://stahlock.com/index.php?id=2142,607 SSBK,Cylinder,Brass,conflict,Brass cylinder,Cylinder: Brass
607-ssbk-tubular-lock,607 SSBK,12,2142,https://stahlock.com/index.php?id=2142,607 SSBK,Latch,Adjustable 60–70mm,new,,Latch: Adjustable 60–70mm
607-ssbk-tubular-lock,607 SSBK,12,2142,https://stahlock.com/index.php?id=2142,607 SSBK,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
607-sset-tubular-lock,607 SSET,12,2141,https://stahlock.com/index.php?id=2141,607 SSET,Material,Stainless Steel / Brass / Solid Steel,conflict,Stainless steel/Brass/Solid steel,Material: Stainless Steel / Brass / Solid Steel
607-sset-tubular-lock,607 SSET,12,2141,https://stahlock.com/index.php?id=2141,607 SSET,Cylinder,Brass,conflict,Brass cylinder,Cylinder: Brass
607-sset-tubular-lock,607 SSET,12,2141,https://stahlock.com/index.php?id=2141,607 SSET,Latch,Adjustable 60–70mm,new,,Latch: Adjustable 60–70mm
607-sset-tubular-lock,607 SSET,12,2141,https://stahlock.com/index.php?id=2141,607 SSET,Standard,ANSI Grade 3,new,,Standard: ANSI Grade 3
6491abet-lever-handle,6491ABET,10,1959,https://stahlock.com/index.php?id=1959,6491ABET,Door Thickness,35–45mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–45mm
6491abet-lever-handle,6491ABET,10,1959,https://stahlock.com/index.php?id=1959,6491ABET,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
70610-sc-grip-handle-set,70610 SC,11,2191,https://stahlock.com/index.php?id=2191,70610 SC,Finish,Satin Chrome (SC),conflict,SC= Satin chrome,Finish: Satin Chrome (SC)
70710-pb-grip-handle-set,70710 PB,11,2193,https://stahlock.com/index.php?id=2193,70710 PB,Finish,Polished Brass (PB),conflict,PB=polished brass,Finish: Polished Brass (PB)
70710-sn-grip-handle-set,70710 SN,11,2194,https://stahlock.com/index.php?id=2194,70710 SN,Finish,Satin Nickel (SN),conflict,SN=Satin Nickel,Finish: Satin Nickel (SN)
70750-pb-grip-handle-set,70750 PB,11,2200,https://stahlock.com/index.php?id=2200,70750 PB,Finish,Polished Brass,conflict,PB=polished brass,Finish: Polished Brass
803-pbet-lever-handle,803 PBET,10,1988,https://stahlock.com/index.php?id=1988,803 PBET,Door Thickness,35–45mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–45mm
803-pbet-lever-handle,803 PBET,10,1988,https://stahlock.com/index.php?id=1988,803 PBET,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
803-sbet-lever-handle,803 SBET,10,1989,https://stahlock.com/index.php?id=1989,803 SBET,Door Thickness,35–45mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–45mm
803-sbet-lever-handle,803 SBET,10,1989,https://stahlock.com/index.php?id=1989,803 SBET,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
807-abet-lever-handle,807 ABET,10,1960,https://stahlock.com/index.php?id=1960,807 ABET,Surface Finish Options,"AB, AC, PB, SB, SS, SP, SC (e.g., antique brass, polished brass, satin nickel, matte black, etc.)",new,,"Surface Finish Options: AB, AC, PB, SB, SS, SP, SC (e.g., antique brass, polished brass, satin nickel, matte black, etc.)"
807-abet-lever-handle,807 ABET,10,1960,https://stahlock.com/index.php?id=1960,807 ABET,Door Thickness,35–45mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–45mm
807-abet-lever-handle,807 ABET,10,1960,https://stahlock.com/index.php?id=1960,807 ABET,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
808-snet-lever-handle,808 SNET,10,1961,https://stahlock.com/index.php?id=1961,808 SNET,Finish Options,"Satin nickel, chrome, antique brass, polished brass, etc.",new,,"Finish Options: Satin nickel, chrome, antique brass, polished brass, etc."
808-snet-lever-handle,808 SNET,10,1961,https://stahlock.com/index.php?id=1961,808 SNET,Door Thickness,35–50mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–50mm
808-snet-lever-handle,808 SNET,10,1961,https://stahlock.com/index.php?id=1961,808 SNET,Backset,60mm / 70mm adjustable,conflict,60/70mm,Backset: 60mm / 70mm adjustable
808-snet-lever-handle,808 SNET,10,1961,https://stahlock.com/index.php?id=1961,808 SNET,Latch,60/70mm adjustable tubular latch,new,,Latch: 60/70mm adjustable tubular latch
808-snet-lever-handle,808 SNET,10,1961,https://stahlock.com/index.php?id=1961,808 SNET,Quality Standard,ANSI Grade 3,new,,Quality Standard: ANSI Grade 3
808-snet-lever-handle,808 SNET,10,1961,https://stahlock.com/index.php?id=1961,808 SNET,Application,Residential use,new,,Application: Residential use
812-sset-lever-handle,812 SSET,10,1963,https://stahlock.com/index.php?id=1963,812 SSET,Door Thickness,35–45mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–45mm
812-sset-lever-handle,812 SSET,10,1963,https://stahlock.com/index.php?id=1963,812 SSET,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
816-pbet-lever-handle,816 PBET,10,1964,https://stahlock.com/index.php?id=1964,816 PBET,Door Thickness,35–45mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–45mm
816-pbet-lever-handle,816 PBET,10,1964,https://stahlock.com/index.php?id=1964,816 PBET,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
816-snet-lever-handle,816 SNET,10,1966,https://stahlock.com/index.php?id=1966,816 SNET,Door Thickness,35–45mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–45mm
816-snet-lever-handle,816 SNET,10,1966,https://stahlock.com/index.php?id=1966,816 SNET,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
853-snbk-lever-handle,853 SNBK,10,1979,https://stahlock.com/index.php?id=1979,853 SNBK,Door Thickness,35–50mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–50mm
853-snbk-lever-handle,853 SNBK,10,1979,https://stahlock.com/index.php?id=1979,853 SNBK,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
8826-snbk-lever-handle,8826 SNBK,10,1973,https://stahlock.com/index.php?id=1973,8826 SNBK,Door Thickness,35–50mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–50mm
8826-snbk-lever-handle,8826 SNBK,10,1973,https://stahlock.com/index.php?id=1973,8826 SNBK,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
8826-snet-lever-handle,8826 SNET,10,1972,https://stahlock.com/index.php?id=1972,8826 SNET,Door Thickness,35–50mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–50mm
8826-snet-lever-handle,8826 SNET,10,1972,https://stahlock.com/index.php?id=1972,8826 SNET,Backset,60mm / 70mm,conflict,60/70mm,Backset: 60mm / 70mm
8827-sset-lever-handle,8827 SSET,12,2402,https://stahlock.com/index.php?id=2402,8827 SSET,Door Thickness,35–50mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–50mm
8827-sset-lever-handle,8827 SSET,12,2402,https://stahlock.com/index.php?id=2402,8827 SSET,Durability,High usage life,new,,Durability: High usage life
8828-sset-lever-handle,8828 SSET,12,2403,https://stahlock.com/index.php?id=2403,8828 SSET,Door Thickness,35–50mm,conflict,35mm to 45mm adjustable,Door Thickness: 35–50mm
8828-sset-lever-handle,8828 SSET,12,2403,https://stahlock.com/index.php?id=2403,8828 SSET,Durability,High usage life,new,,Durability: High usage life
9001-stainless-steel-handle,9001,1,2068,https://stahlock.com/index.php?id=2068,9001,Door Thickness,35–50mm,new,,Door Thickness: 35–50mm
9001-stainless-steel-handle,9001,1,2068,https://stahlock.com/index.php?id=2068,9001,Cylinder,Brass,new,,Cylinder: Brass
9002e-stainless-steel-handle,9002E,1,2067,https://stahlock.com/index.php?id=2067,9002E,Door Thickness,35–50mm,new,,Door Thickness: 35–50mm
9002e-stainless-steel-handle,9002E,1,2067,https://stahlock.com/index.php?id=2067,9002E,Cylinder,Brass,new,,Cylinder: Brass
9003e-stainless-steel-handle,9003E,1,2069,https://stahlock.com/index.php?id=2069,9003E,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9003e-stainless-steel-handle,9003E,1,2069,https://stahlock.com/index.php?id=2069,9003E,Cylinder,Brass,new,,• Cylinder: Brass
9004-stainless-steel-handle,9004,1,2070,https://stahlock.com/index.php?id=2070,9004,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9004-stainless-steel-handle,9004,1,2070,https://stahlock.com/index.php?id=2070,9004,Cylinder,Brass,new,,• Cylinder: Brass
9004s-stainless-steel-handle,9004S,1,2071,https://stahlock.com/index.php?id=2071,9004S,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9004s-stainless-steel-handle,9004S,1,2071,https://stahlock.com/index.php?id=2071,9004S,Cylinder,Brass,new,,• Cylinder: Brass
9005e-stainless-steel-handle,9005E,1,2072,https://stahlock.com/index.php?id=2072,9005E,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9005e-stainless-steel-handle,9005E,1,2072,https://stahlock.com/index.php?id=2072,9005E,Cylinder,Brass,new,,• Cylinder: Brass
9005s-stainless-steel-handle,9005S,1,2073,https://stahlock.com/index.php?id=2073,9005S,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9005s-stainless-steel-handle,9005S,1,2073,https://stahlock.com/index.php?id=2073,9005S,Cylinder,Brass,new,,• Cylinder: Brass
9006s-stainless-steel-handle,9006S,1,2074,https://stahlock.com/index.php?id=2074,9006S,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9006s-stainless-steel-handle,9006S,1,2074,https://stahlock.com/index.php?id=2074,9006S,Cylinder,Brass,new,,• Cylinder: Brass
9007s-stainless-steel-handle,9007S,1,2076,https://stahlock.com/index.php?id=2076,9007S,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9007s-stainless-steel-handle,9007S,1,2076,https://stahlock.com/index.php?id=2076,9007S,Cylinder,Brass,new,,• Cylinder: Brass
9008e-stainless-steel-handle,9008E,1,2077,https://stahlock.com/index.php?id=2077,9008E,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9008e-stainless-steel-handle,9008E,1,2077,https://stahlock.com/index.php?id=2077,9008E,Cylinder,Brass,new,,• Cylinder: Brass
9008s-stainless-steel-handle,9008S,1,2078,https://stahlock.com/index.php?id=2078,9008S,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9008s-stainless-steel-handle,9008S,1,2078,https://stahlock.com/index.php?id=2078,9008S,Cylinder,Brass,new,,• Cylinder: Brass
9011e-stainless-steel-handle,9011E,1,2080,https://stahlock.com/index.php?id=2080,9011E,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9011e-stainless-steel-handle,9011E,1,2080,https://stahlock.com/index.php?id=2080,9011E,Cylinder,Brass,new,,• Cylinder: Brass
9012e-stainless-steel-handle,9012E,1,2082,https://stahlock.com/index.php?id=2082,9012E,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9012e-stainless-steel-handle,9012E,1,2082,https://stahlock.com/index.php?id=2082,9012E,Cylinder,Brass,new,,• Cylinder: Brass
9014-stainless-steel-handle,9014,1,2081,https://stahlock.com/index.php?id=2081,9014,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9014-stainless-steel-handle,9014,1,2081,https://stahlock.com/index.php?id=2081,9014,Cylinder,Brass,new,,• Cylinder: Brass
9014s-stainless-steel-handle,9014S,1,2083,https://stahlock.com/index.php?id=2083,9014S,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9014s-stainless-steel-handle,9014S,1,2083,https://stahlock.com/index.php?id=2083,9014S,Cylinder,Brass,new,,• Cylinder: Brass
9014-ssbk-stainless-steel-handle,9014 SSBK,4,2066,https://stahlock.com/index.php?id=2066,9014 SSBK,Door Thickness,35–50mm,new,,Door Thickness: 35–50mm
9014-ssbk-stainless-steel-handle,9014 SSBK,4,2066,https://stahlock.com/index.php?id=2066,9014 SSBK,Cylinder,Brass,conflict,Brass Cylinder,Cylinder: Brass
9015-stainless-steel-handle,9015,1,2084,https://stahlock.com/index.php?id=2084,9015,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9015-stainless-steel-handle,9015,1,2084,https://stahlock.com/index.php?id=2084,9015,Cylinder,Brass,new,,• Cylinder: Brass
9016s-stainless-steel-handle,9016S,1,2086,https://stahlock.com/index.php?id=2086,9016S,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9016s-stainless-steel-handle,9016S,1,2086,https://stahlock.com/index.php?id=2086,9016S,Cylinder,Brass,new,,• Cylinder: Brass
9020s-stainless-steel-handle,9020S,1,2085,https://stahlock.com/index.php?id=2085,9020S,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9020s-stainless-steel-handle,9020S,1,2085,https://stahlock.com/index.php?id=2085,9020S,Cylinder,Brass,new,,• Cylinder: Brass
9021-stainless-steel-handle,9021,1,2088,https://stahlock.com/index.php?id=2088,9021,Door Thickness,35–50mm,new,,• Door Thickness: 35–50mm
9021-stainless-steel-handle,9021,1,2088,https://stahlock.com/index.php?id=2088,9021,Cylinder,Brass,new,,• Cylinder: Brass
ai8530-lock-case,AI8530,5,2034,https://stahlock.com/index.php?id=2034,AI8530,Lock Body Material,Iron,new,,Lock Body Material: Iron
ai8530-lock-case,AI8530,5,2034,https://stahlock.com/index.php?id=2034,AI8530,Latch Bolt,Copper,new,,Latch Bolt: Copper
ai8530-lock-case,AI8530,5,2034,https://stahlock.com/index.php?id=2034,AI8530,Spindle Hole,Copper Construction,new,,Spindle Hole: Copper Construction
ai8530-lock-case,AI8530,5,2034,https://stahlock.com/index.php?id=2034,AI8530,Strike Plate Material,Stainless Steel,new,,Strike Plate Material: Stainless Steel
ai8530-lock-case,AI8530,5,2034,https://stahlock.com/index.php?id=2034,AI8530,Center distance,85mm,new,,Center distance: 85mm
ai8530-lock-case,AI8530,5,2034,https://stahlock.com/index.php?id=2034,AI8530,Finish,"PB/AB/AC/SS/SN, all available",new,,"Finish: PB/AB/AC/SS/SN, all available"
b024-brass-and-steel-hinges,B024,4,2189,https://stahlock.com/index.php?id=2189,B024,Opening Angle,90-180°,new,,Opening Angle: 90-180°
b025-brass-and-steel-hinges,B025,3,2188,https://stahlock.com/index.php?id=2188,B025,Material,Brass/Stainless Steel / Iron,conflict,Brass,Material: Brass/Stainless Steel / Iron
b025-brass-and-steel-hinges,B025,3,2188,https://stahlock.com/index.php?id=2188,B025,Opening Angle,90-180°,new,,Opening Angle: 90-180°
b025-brass-and-steel-hinges,B025,3,2188,https://stahlock.com/index.php?id=2188,B025,Color,Customizable upon customer request,new,,Color: Customizable upon customer request
b025-brass-and-steel-hinges,B025,3,2188,https://stahlock.com/index.php?id=2188,B025,Size,Customizable upon customer request,new,,Size: Customizable upon customer request
bh01-bathroom-accessories,BH01,4,2232,https://stahlock.com/index.php?id=2232,BH01,Suitable for,bathroom,new,,Suitable for:bathroom
bh02-bathroom-accessories,BH02,4,2233,https://stahlock.com/index.php?id=2233,BH02,Suitable for,bathroom,new,,Suitable for:bathroom
bh03-bathroom-accessories,BH03,4,2234,https://stahlock.com/index.php?id=2234,BH03,Rosette,65mm,new,,Rosette:65mm
bh03-bathroom-accessories,BH03,4,2234,https://stahlock.com/index.php?id=2234,BH03,Suitable for,bathroom,new,,Suitable for:bathroom
bh04-bathroom-accessories,BH04,4,2235,https://stahlock.com/index.php?id=2235,BH04,Finish,Satin (SSS) / Polished (PSS),conflict,SSS/PSS,Finish: Satin (SSS) / Polished (PSS)
bh04-bathroom-accessories,BH04,4,2235,https://stahlock.com/index.php?id=2235,BH04,Length,415 mm,conflict,415mm,Length: 415 mm
bh04-bathroom-accessories,BH04,4,2235,https://stahlock.com/index.php?id=2235,BH04,Rosette Diameter,65 mm,new,,Rosette Diameter: 65 mm
bh04-bathroom-accessories,BH04,4,2235,https://stahlock.com/index.php?id=2235,BH04,Application,"Ideal for bathrooms, provides a secure and slip-resistant grip.",conflict,bathroom,"Application: Ideal for bathrooms, provides a secure and slip-resistant grip."
bh05-bathroom-accessories,BH05,6,2236,https://stahlock.com/index.php?id=2236,BH05,Finish,Satin (SSS) / Polished (PSS),conflict,SSS/PSS,Finish: Satin (SSS) / Polished (PSS)
bh05-bathroom-accessories,BH05,6,2236,https://stahlock.com/index.php?id=2236,BH05,Width,30 mm,new,,Width: 30 mm
bh05-bathroom-accessories,BH05,6,2236,https://stahlock.com/index.php?id=2236,BH05,Thickness,2.5 mm,conflict,2.5mm,Thickness: 2.5 mm
bh05-bathroom-accessories,BH05,6,2236,https://stahlock.com/index.php?id=2236,BH05,Options,1 to 8 hooks available,new,,Options: 1 to 8 hooks available
bh05-bathroom-accessories,BH05,6,2236,https://stahlock.com/index.php?id=2236,BH05,Installation,Wall-mounted,conflict,wall-mount,Installation: Wall-mounted
bh05-bathroom-accessories,BH05,6,2236,https://stahlock.com/index.php?id=2236,BH05,Application,"Suitable for living rooms, bathrooms, and more.",conflict,"living room,bathroom...","Application: Suitable for living rooms, bathrooms, and more."
bh06-bathroom-accessories,BH06,6,2237,https://stahlock.com/index.php?id=2237,BH06,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh06-bathroom-accessories,BH06,6,2237,https://stahlock.com/index.php?id=2237,BH06,Width,30 mm,new,,Width: 30 mm
bh06-bathroom-accessories,BH06,6,2237,https://stahlock.com/index.php?id=2237,BH06,Thickness,2.5 mm,conflict,2.5mm,Thickness: 2.5 mm
bh06-bathroom-accessories,BH06,6,2237,https://stahlock.com/index.php?id=2237,BH06,Options,1–8 hooks,new,,Options: 1–8 hooks
bh06-bathroom-accessories,BH06,6,2237,https://stahlock.com/index.php?id=2237,BH06,Installation,Wall-mounted,conflict,wall-mount,Installation: Wall-mounted
bh06-bathroom-accessories,BH06,6,2237,https://stahlock.com/index.php?id=2237,BH06,Applications,"Ideal for bathrooms, living rooms, and more",new,,"Applications: Ideal for bathrooms, living rooms, and more"
bh07-bathroom-accessories,BH07,6,2238,https://stahlock.com/index.php?id=2238,BH07,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh07-bathroom-accessories,BH07,6,2238,https://stahlock.com/index.php?id=2238,BH07,Width,25 mm,new,,Width: 25 mm
bh07-bathroom-accessories,BH07,6,2238,https://stahlock.com/index.php?id=2238,BH07,Thickness,2.5 mm,conflict,2.5mm,Thickness: 2.5 mm
bh07-bathroom-accessories,BH07,6,2238,https://stahlock.com/index.php?id=2238,BH07,Options,1–8 hooks,new,,Options: 1–8 hooks
bh07-bathroom-accessories,BH07,6,2238,https://stahlock.com/index.php?id=2238,BH07,Installation,Wall-mounted,conflict,wall-mount,Installation: Wall-mounted
bh07-bathroom-accessories,BH07,6,2238,https://stahlock.com/index.php?id=2238,BH07,Use,"Suitable for bathrooms, living rooms, and more",new,,"Use: Suitable for bathrooms, living rooms, and more"
bh08-bathroom-accessories,BH08,7,2239,https://stahlock.com/index.php?id=2239,BH08,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh08-bathroom-accessories,BH08,7,2239,https://stahlock.com/index.php?id=2239,BH08,Length,180 mm,conflict,180mm,Length: 180 mm
bh08-bathroom-accessories,BH08,7,2239,https://stahlock.com/index.php?id=2239,BH08,Thickness,2.0 mm,conflict,2.0mm,Thickness: 2.0 mm
bh08-bathroom-accessories,BH08,7,2239,https://stahlock.com/index.php?id=2239,BH08,Design,4 hooks,new,,Design: 4 hooks
bh08-bathroom-accessories,BH08,7,2239,https://stahlock.com/index.php?id=2239,BH08,Installation,Wall-mounted,conflict,wall-mount,Installation: Wall-mounted
bh08-bathroom-accessories,BH08,7,2239,https://stahlock.com/index.php?id=2239,BH08,Application,"Ideal for bathrooms, living rooms, and more",conflict,"living room,bathroom...","Application: Ideal for bathrooms, living rooms, and more"
bh09-bathroom-accessories,BH09,6,2240,https://stahlock.com/index.php?id=2240,BH09,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh09-bathroom-accessories,BH09,6,2240,https://stahlock.com/index.php?id=2240,BH09,Length,200 mm,conflict,200mm,Length: 200 mm
bh09-bathroom-accessories,BH09,6,2240,https://stahlock.com/index.php?id=2240,BH09,Thickness,2.0 mm,conflict,2.0mm,Thickness: 2.0 mm
bh09-bathroom-accessories,BH09,6,2240,https://stahlock.com/index.php?id=2240,BH09,Hooks,4,new,,Hooks: 4
bh09-bathroom-accessories,BH09,6,2240,https://stahlock.com/index.php?id=2240,BH09,Application,"Suitable for living rooms, bathrooms, and more",conflict,Living room/Bathroom,"Application: Suitable for living rooms, bathrooms, and more"
bh10-bathroom-accessories,BH10,5,2241,https://stahlock.com/index.php?id=2241,BH10,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh10-bathroom-accessories,BH10,5,2241,https://stahlock.com/index.php?id=2241,BH10,Diameter,48 mm,new,,Diameter: 48 mm
bh10-bathroom-accessories,BH10,5,2241,https://stahlock.com/index.php?id=2241,BH10,Thickness,1.8 mm,conflict,1.8mm,Thickness: 1.8 mm
bh10-bathroom-accessories,BH10,5,2241,https://stahlock.com/index.php?id=2241,BH10,Mounting,3M adhesive or screw installation,new,,Mounting: 3M adhesive or screw installation
bh10-bathroom-accessories,BH10,5,2241,https://stahlock.com/index.php?id=2241,BH10,Application,"Ideal for living rooms, bathrooms, and more",conflict,Living room/Bathroom,"Application: Ideal for living rooms, bathrooms, and more"
bh11-bathroom-accessories,BH11,6,2242,https://stahlock.com/index.php?id=2242,BH11,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh11-bathroom-accessories,BH11,6,2242,https://stahlock.com/index.php?id=2242,BH11,Length,45 mm,conflict,45mm,Length: 45 mm
bh11-bathroom-accessories,BH11,6,2242,https://stahlock.com/index.php?id=2242,BH11,Thickness,2.0 mm,conflict,2.0mm,Thickness: 2.0 mm
bh11-bathroom-accessories,BH11,6,2242,https://stahlock.com/index.php?id=2242,BH11,Mounting,3M adhesive or screw fixed,new,,Mounting: 3M adhesive or screw fixed
bh11-bathroom-accessories,BH11,6,2242,https://stahlock.com/index.php?id=2242,BH11,Application,"Suitable for living rooms, bathrooms, and more",conflict,Living room/Bathroom,"Application: Suitable for living rooms, bathrooms, and more"
bh12-bathroom-accessories,BH12,3,2243,https://stahlock.com/index.php?id=2243,BH12,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh12-bathroom-accessories,BH12,3,2243,https://stahlock.com/index.php?id=2243,BH12,Rosette Size,36 mm (square),new,,Rosette Size: 36 mm (square)
bh12-bathroom-accessories,BH12,3,2243,https://stahlock.com/index.php?id=2243,BH12,Application,"Ideal for living rooms, bathrooms, and more",conflict,Living room/Bathroom,"Application: Ideal for living rooms, bathrooms, and more"
bh13-bathroom-accessories,BH13,4,2244,https://stahlock.com/index.php?id=2244,BH13,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh13-bathroom-accessories,BH13,4,2244,https://stahlock.com/index.php?id=2244,BH13,Rosette Diameter,36 mm,new,,Rosette Diameter: 36 mm
bh13-bathroom-accessories,BH13,4,2244,https://stahlock.com/index.php?id=2244,BH13,Thickness,2.8 mm,conflict,2.8mm,Thickness: 2.8 mm
bh13-bathroom-accessories,BH13,4,2244,https://stahlock.com/index.php?id=2244,BH13,Application,"Suitable for living room, bathroom, and more",conflict,Living room/Bathroom,"Application: Suitable for living room, bathroom, and more"
bh14-bathroom-accessories,BH14,4,2245,https://stahlock.com/index.php?id=2245,BH14,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh14-bathroom-accessories,BH14,4,2245,https://stahlock.com/index.php?id=2245,BH14,Rosette Diameter,50 mm,new,,Rosette Diameter: 50 mm
bh14-bathroom-accessories,BH14,4,2245,https://stahlock.com/index.php?id=2245,BH14,Thickness,0.8 mm,conflict,0.8mm,Thickness: 0.8 mm
bh14-bathroom-accessories,BH14,4,2245,https://stahlock.com/index.php?id=2245,BH14,Application,"Ideal for living room, bathroom, and more",conflict,Living room/Bathroom,"Application: Ideal for living room, bathroom, and more"
bh15-bathroom-accessories,BH15,5,2246,https://stahlock.com/index.php?id=2246,BH15,Finish,SSS / PSS,conflict,SSS/PSS,Finish: SSS / PSS
bh15-bathroom-accessories,BH15,5,2246,https://stahlock.com/index.php?id=2246,BH15,Size,80mm / 100mm (L) × 38mm (W) × 1.2mm (T),new,,Size: 80mm / 100mm (L) × 38mm (W) × 1.2mm (T)
bh15-bathroom-accessories,BH15,5,2246,https://stahlock.com/index.php?id=2246,BH15,Application,Enhances door security,conflict,Door Security,Application: Enhances door security
